Year,Month,Region,Model,Estimated_Deliveries,Production_Units,Avg_Price_USD,Battery_Capacity_kWh,Range_km,CO2_Saved_tons,Source_Type,Charging_Stations,Region_Code,Model_Code,Source_Type_Code
2021,10,Asia,Model Y,9281.0,9926.0,82922.68,100,593,825.54,Interpolated (Month),12153,0,4,1
2025,7,North America,Model S,8011.0,8218.0,92091.59,82,480,576.79,Interpolated (Month),6804,3,2,1
2017,11,Europe,Model Y,15907.0,16243.0,89961.42,75,419,999.75,Estimated (Region),6343,1,4,0
2020,3,North America,Model S,10598.0,11956.0,97822.29,75,414,658.14,Interpolated (Month),12394,3,2,1
2015,4,North America,Model X,11775.0,12612.0,56848.39,82,471,831.9,Interpolated (Month),8681,3,3,1
2018,7,Asia,Model X,6137.0,6259.0,61111.57,75,448,412.41,Estimated (Region),13555,0,3,0
2025,2,Europe,Model X,16396.0,17730.0,105930.73,100,551,1355.13,Official (Quarter),14808,1,3,2
2020,4,North America,Model X,8284.0,9287.0,98501.49,100,577,716.98,Estimated (Region),11394,3,3,0
2015,12,North America,Model Y,10185.0,11376.0,57488.64,75,441,673.74,Official (Quarter),9495,3,4,2
2016,7,Asia,Model Y,14354.0,15074.0,51833.77,60,330,710.52,Estimated (Region),12980,0,4,0
2022,8,North America,Cybertruck,3869.0,4285.0,101997.51,82,453,262.9,Official (Quarter),5653,3,0,2
2024,4,Asia,Cybertruck,7394.0,7735.0,118945.65,120,708,785.24,Interpolated (Month),4975,0,0,1
2025,7,Europe,Model Y,6151.0,6333.0,83574.24,100,594,548.05,Interpolated (Month),9796,1,4,1
2024,7,Europe,Cybertruck,15180.0,16081.0,118826.9,100,590,1343.43,Interpolated (Month),4919,1,0,1
2025,10,Middle East,Model X,8887.0,10011.0,85859.93,60,353,470.57,Official (Quarter),5152,2,3,2
2015,1,Europe,Cybertruck,2161.0,2465.0,112637.91,120,695,225.28,Estimated (Region),14062,1,0,0
2023,2,North America,Cybertruck,10316.0,11826.0,73184.97,100,555,858.81,Interpolated (Month),9844,3,0,1
2022,8,Middle East,Model Y,4748.0,4952.0,61332.69,100,562,400.26,Estimated (Region),5698,2,4,0
2017,12,Europe,Model Y,13476.0,15390.0,111939.86,60,352,711.53,Official (Quarter),6329,1,4,2
2016,1,Middle East,Model S,16295.0,18414.0,90507.28,100,571,1395.67,Interpolated (Month),11703,2,2,1
2021,9,Middle East,Model X,10573.0,11018.0,118056.08,75,418,662.93,Estimated (Region),11799,2,3,0
2016,8,Europe,Cybertruck,12772.0,13650.0,83928.74,120,669,1281.67,Estimated (Region),14348,1,0,0
2021,8,North America,Model 3,5906.0,5931.0,92357.11,60,341,302.09,Interpolated (Month),6584,3,1,1
2018,11,North America,Cybertruck,8468.0,8695.0,77455.25,120,716,909.46,Interpolated (Month),4694,3,0,1
2023,6,Middle East,Model 3,10752.0,11762.0,87665.57,82,478,770.92,Official (Quarter),4394,2,1,2
2023,10,Asia,Model Y,15077.0,15738.0,95904.41,75,436,986.04,Official (Quarter),5513,0,4,2
2020,2,North America,Cybertruck,9917.0,10003.0,68359.2,120,686,1020.46,Estimated (Region),4882,3,0,0
2023,2,Europe,Model 3,6474.0,7133.0,100756.72,100,598,580.72,Interpolated (Month),6124,1,1,1
2018,1,Middle East,Cybertruck,8654.0,8791.0,74842.84,100,570,739.92,Official (Quarter),11109,2,0,2
2015,3,North America,Model S,14634.0,16060.0,109445.64,60,349,766.09,Official (Quarter),9819,3,2,2
2018,8,Europe,Model Y,14958.0,14989.0,95456.52,100,583,1308.08,Official (Quarter),12583,1,4,2
2017,3,Middle East,Cybertruck,8191.0,8781.0,96370.38,82,455,559.04,Official (Quarter),6466,2,0,2
2024,3,Asia,Model 3,11335.0,11881.0,52624.16,82,488,829.72,Official (Quarter),4675,0,1,2
2020,9,Asia,Model 3,10184.0,11425.0,87923.22,60,333,508.69,Official (Quarter),12193,0,1,2
2019,10,Europe,Model S,10077.0,11395.0,92918.14,60,334,504.86,Interpolated (Month),14548,1,2,1
2019,4,Asia,Model 3,8852.0,9314.0,112688.9,75,448,594.85,Official (Quarter),8321,0,1,2
2016,7,Asia,Model X,8511.0,9241.0,91143.86,82,458,584.71,Interpolated (Month),7346,0,3,1
2017,10,Europe,Model X,9182.0,9225.0,79633.46,120,665,915.9,Interpolated (Month),10282,1,3,1
2016,6,Middle East,Model X,11524.0,11540.0,67267.52,82,480,829.73,Estimated (Region),14901,2,3,0
2019,1,Europe,Model X,6901.0,7866.0,114585.16,120,690,714.25,Interpolated (Month),6934,1,3,1
2020,8,Asia,Model Y,8893.0,9242.0,54689.38,75,413,550.92,Official (Quarter),5936,0,4,2
2019,4,Middle East,Model S,9594.0,10233.0,90358.15,60,359,516.64,Estimated (Region),5899,2,2,0
2016,12,Asia,Model S,20337.625,21279.0,117482.02,120,714,1609.9825,Official (Quarter),11665,0,2,2
2020,10,Middle East,Model 3,12790.0,13152.0,90144.42,100,560,1074.36,Interpolated (Month),13339,2,1,1
2024,8,Europe,Model Y,8042.0,8208.0,97137.41,82,475,572.99,Official (Quarter),6533,1,4,2
2021,6,Europe,Cybertruck,11325.0,12940.0,51554.2,120,678,1151.75,Estimated (Region),14052,1,0,0
2020,3,Middle East,Model 3,14117.0,15703.0,69062.08,120,667,1412.41,Official (Quarter),6023,2,1,2
2023,9,Asia,Cybertruck,5515.0,5939.0,97302.27,82,490,405.35,Official (Quarter),6044,0,0,2
2021,6,Middle East,Model S,8875.0,9724.0,70170.65,60,337,448.63,Official (Quarter),11766,2,2,2
2024,7,North America,Model 3,12960.0,13431.0,104157.55,60,345,670.68,Estimated (Region),14135,3,1,0
2020,3,Asia,Model S,6935.0,7126.0,90385.53,82,457,475.39,Interpolated (Month),7274,0,2,1
2022,1,Middle East,Cybertruck,7872.0,7975.0,112547.42,100,569,671.88,Interpolated (Month),6760,2,0,1
2020,3,Asia,Model X,9500.0,9611.0,111688.06,75,415,591.38,Official (Quarter),11481,0,3,2
2025,3,Asia,Model Y,10220.0,10814.0,92915.06,100,552,846.22,Official (Quarter),9077,0,4,2
2015,4,Middle East,Cybertruck,6410.0,6747.0,58194.69,82,456,438.44,Estimated (Region),12138,2,0,0
2019,11,Asia,Model X,499.0,545.0,116233.08,120,694,51.95,Official (Quarter),9482,0,3,2
2018,5,Asia,Cybertruck,5386.0,5479.0,111829.15,60,342,276.3,Estimated (Region),7647,0,0,0
2022,9,Asia,Model X,12131.0,13532.0,82362.99,60,351,638.7,Estimated (Region),11831,0,3,0
2024,8,Asia,Model Y,8752.0,8801.0,92387.05,75,430,564.5,Interpolated (Month),4269,0,4,1
2023,10,Europe,Model S,11280.0,12141.0,87264.34,120,676,1143.79,Interpolated (Month),13939,1,2,1
2015,7,Asia,Model Y,8461.0,8784.0,97705.19,100,588,746.26,Official (Quarter),10147,0,4,2
2019,10,North America,Model S,10325.0,10402.0,60493.65,100,576,892.08,Estimated (Region),9909,3,2,0
2018,11,Asia,Model Y,11974.0,12019.0,98303.28,100,565,1014.8,Estimated (Region),3668,0,4,0
2018,11,Europe,Model Y,9189.0,9621.0,94495.17,120,681,938.66,Official (Quarter),4782,1,4,2
2018,6,North America,Model Y,15956.0,17939.0,104842.87,75,422,1010.01,Estimated (Region),14290,3,4,0
2021,5,Asia,Model 3,10336.0,11854.0,68779.32,60,331,513.18,Official (Quarter),11460,0,1,2
2020,1,Asia,Cybertruck,15152.0,16661.0,73685.75,60,358,813.66,Interpolated (Month),13946,0,0,1
2017,2,North America,Cybertruck,4224.0,4356.0,75809.5,60,341,216.06,Interpolated (Month),3628,3,0,1
2025,11,Europe,Model Y,8475.0,9309.0,95766.33,75,416,528.84,Interpolated (Month),6826,1,4,1
2023,4,Middle East,Model 3,4093.0,4244.0,50630.4,100,561,344.43,Estimated (Region),4652,2,1,0
2023,2,Middle East,Model Y,2972.0,3384.0,108025.09,75,416,185.45,Interpolated (Month),4297,2,4,1
2020,10,North America,Cybertruck,8208.0,8804.0,74849.66,75,424,522.03,Estimated (Region),14566,3,0,0
2018,9,Asia,Cybertruck,14260.0,14838.0,67415.43,60,358,765.76,Official (Quarter),6579,0,0,2
2018,6,Europe,Model Y,7570.0,8501.0,107843.86,75,434,492.81,Interpolated (Month),7237,1,4,1
2025,9,Asia,Model 3,13486.0,13929.0,97497.75,75,434,877.94,Estimated (Region),9635,0,1,0
2022,1,North America,Model Y,12149.0,12201.0,98287.47,120,688,1253.78,Official (Quarter),4492,3,4,2
2024,6,Europe,Model 3,12547.0,14095.0,66165.83,60,332,624.84,Official (Quarter),14753,1,1,2
2024,5,Asia,Model 3,10084.0,10225.0,62086.02,82,451,682.18,Interpolated (Month),10123,0,1,1
2024,3,Asia,Model Y,11566.0,12885.0,83989.63,82,465,806.73,Official (Quarter),8020,0,4,2
2017,9,Asia,Model X,5933.0,5952.0,75229.88,82,483,429.85,Estimated (Region),9794,0,3,0
2015,9,Asia,Model X,7909.0,8216.0,76578.47,82,475,563.52,Official (Quarter),6216,0,3,2
2015,2,Middle East,Model Y,11172.0,11180.0,61256.56,100,577,966.94,Official (Quarter),11302,2,4,2
2025,7,North America,Model 3,6187.0,6687.0,98364.44,100,571,529.92,Official (Quarter),13248,3,1,2
2017,12,Asia,Model Y,9237.0,9445.0,117765.35,100,572,792.53,Interpolated (Month),9018,0,4,1
2015,5,Asia,Model S,13489.0,13580.0,69667.42,120,717,1450.74,Interpolated (Month),13683,0,2,1
2020,1,Europe,Model S,16543.0,17897.0,75159.67,75,415,1029.8,Estimated (Region),5320,1,2,0
2024,11,Europe,Model Y,5572.0,5749.0,76203.53,100,563,470.56,Official (Quarter),4059,1,4,2
2022,8,Europe,Model X,5100.0,5665.0,77782.16,75,422,322.83,Official (Quarter),7505,1,3,2
2019,10,Middle East,Model S,10077.0,10790.0,84321.87,82,485,733.1,Interpolated (Month),12983,2,2,1
2020,7,North America,Cybertruck,9320.0,9944.0,50496.76,82,484,676.63,Interpolated (Month),7317,3,0,1
2015,11,Middle East,Model 3,20107.0,21930.125,74346.64,120,700,1609.9825,Interpolated (Month),9788,2,1,1
2017,2,Asia,Model S,10163.0,10570.0,108483.62,82,451,687.53,Official (Quarter),7549,0,2,2
2022,1,North America,Model S,20337.625,21930.125,53441.1,82,474,1469.42,Interpolated (Month),13243,3,2,1
2017,1,Middle East,Cybertruck,13497.0,14260.0,117485.49,75,415,840.19,Official (Quarter),11244,2,0,2
2024,2,North America,Model Y,6847.0,7872.0,80315.33,120,702,720.99,Interpolated (Month),5191,3,4,1
2022,9,Middle East,Model 3,14126.0,14145.0,52308.39,82,485,1027.67,Estimated (Region),11208,2,1,0
2020,10,Europe,Model Y,2923.0,3338.0,108972.49,75,439,192.48,Estimated (Region),3935,1,4,0
2021,4,Middle East,Cybertruck,10226.0,10533.0,64770.47,82,479,734.74,Interpolated (Month),5636,2,0,1
2024,12,Middle East,Model Y,6349.0,7036.0,106746.6,120,684,651.41,Interpolated (Month),11957,2,4,1
2023,8,Middle East,Model 3,10874.0,12275.0,55370.92,60,333,543.16,Official (Quarter),8942,2,1,2
2021,6,North America,Model S,9313.0,10131.0,118325.48,120,691,965.29,Official (Quarter),13863,3,2,2
2020,1,Middle East,Model X,19577.0,21213.0,101984.52,60,338,992.55,Interpolated (Month),9779,2,3,1
2020,11,Middle East,Model 3,8660.0,8911.0,64726.05,75,413,536.49,Interpolated (Month),13760,2,1,1
2024,3,Middle East,Model Y,10989.0,12555.0,119912.5,82,466,768.13,Interpolated (Month),6585,2,4,1
2021,12,Middle East,Model 3,8284.0,9097.0,99652.0,100,579,719.47,Interpolated (Month),7286,2,1,1
2019,12,Middle East,Model X,14160.0,15916.0,89385.88,120,705,1497.42,Estimated (Region),11563,2,3,0
2021,6,North America,Model X,7939.0,8893.0,92306.65,60,335,398.93,Official (Quarter),8937,3,3,2
2018,12,Asia,Model Y,11849.0,13148.0,103882.26,82,490,870.9,Interpolated (Month),9882,0,4,1
2018,2,Asia,Model S,14166.0,16177.0,78014.86,100,589,1251.57,Official (Quarter),6191,0,2,2
2015,12,Asia,Cybertruck,4993.0,5640.0,83124.69,100,598,447.87,Official (Quarter),5226,0,0,2
2018,1,Asia,Model X,3922.0,4416.0,65486.71,120,682,401.22,Official (Quarter),12700,0,3,2
2025,12,Asia,Model X,13671.0,15308.0,67998.03,60,348,713.63,Estimated (Region),8520,0,3,0
2019,10,Middle East,Model 3,3237.0,3475.0,90094.08,120,674,327.26,Official (Quarter),12527,2,1,2
2024,6,Europe,Model S,9874.0,11229.0,119242.89,100,593,878.29,Official (Quarter),14973,1,2,2
2020,1,Europe,Cybertruck,8186.0,8985.0,107716.19,60,342,419.94,Interpolated (Month),3877,1,0,1
2019,6,Europe,Model S,14287.0,16241.0,80739.15,75,413,885.08,Interpolated (Month),7347,1,2,1
2023,12,Middle East,Model 3,9203.0,10426.0,101084.08,60,334,461.07,Interpolated (Month),9789,2,1,1
2019,6,North America,Model X,6397.0,7290.0,51725.11,82,479,459.62,Estimated (Region),11703,3,3,0
2019,11,Europe,Model X,10964.0,12047.0,119238.77,120,675,1110.1,Official (Quarter),11064,1,3,2
2021,3,Asia,Model X,11349.0,11618.0,81896.26,100,580,987.36,Estimated (Region),11302,0,3,0
2024,1,Middle East,Cybertruck,9756.0,10011.0,93531.74,60,330,482.92,Interpolated (Month),7794,2,0,1
2018,9,North America,Cybertruck,10028.0,10999.0,85739.93,60,333,500.9,Estimated (Region),6744,3,0,0
2015,8,North America,Model Y,14575.0,16529.0,105201.8,120,669,1462.6,Estimated (Region),6740,3,4,0
2025,10,Asia,Model 3,15394.0,15397.0,89197.49,120,695,1604.82,Official (Quarter),14664,0,1,2
2018,7,Asia,Model S,11739.0,13264.0,54173.21,100,584,1028.34,Interpolated (Month),4679,0,2,1
2017,12,Middle East,Model X,16989.0,17788.0,98373.91,82,462,1177.34,Estimated (Region),5287,2,3,0
2025,6,Europe,Model X,9221.0,10089.0,108823.54,120,668,923.94,Official (Quarter),13264,1,3,2
2016,2,North America,Cybertruck,13985.0,14888.0,67410.0,100,580,1216.69,Interpolated (Month),11481,3,0,1
2015,4,Middle East,Model S,10084.0,11453.0,56390.07,100,565,854.62,Estimated (Region),14400,2,2,0
2016,8,Middle East,Model S,3747.0,4007.0,113645.41,120,692,388.94,Estimated (Region),8973,2,2,0
2024,5,North America,Model X,13980.0,15377.0,110956.73,100,593,1243.52,Interpolated (Month),9947,3,3,1
2025,4,Asia,Model 3,8438.0,9651.0,94711.75,100,592,749.29,Interpolated (Month),9480,0,1,1
2016,8,Middle East,Model 3,11195.0,12575.0,76629.4,60,353,592.78,Interpolated (Month),14573,2,1,1
2020,9,Europe,Model S,3028.0,3350.0,53637.63,82,486,220.74,Official (Quarter),8499,1,2,2
2024,3,North America,Model 3,7874.0,7878.0,84682.14,60,333,393.31,Estimated (Region),12052,3,1,0
2022,12,North America,Model Y,14239.0,15200.0,72759.3,75,430,918.42,Interpolated (Month),12824,3,4,1
2017,6,Middle East,Model S,11053.0,11464.0,65008.45,75,422,699.65,Official (Quarter),5970,2,2,2
2023,10,Europe,Cybertruck,4070.0,4344.0,95267.09,100,597,364.47,Official (Quarter),12534,1,0,2
2020,5,Middle East,Model 3,9239.0,9839.0,105978.43,100,586,812.11,Official (Quarter),8115,2,1,2
2022,8,North America,Model 3,15396.0,17005.0,91077.43,120,709,1609.9825,Interpolated (Month),3867,3,1,1
2018,8,Asia,Model X,11344.0,11779.0,65445.57,82,456,775.93,Official (Quarter),13309,0,3,2
2021,6,Europe,Model Y,2784.0,2834.0,99246.98,60,349,145.74,Interpolated (Month),7487,1,4,1
2015,2,Middle East,Model 3,5052.0,5602.0,112797.72,75,445,337.22,Official (Quarter),12358,2,1,2
2024,4,Europe,Model S,9469.0,10565.0,114960.61,100,563,799.66,Official (Quarter),7018,1,2,2
2023,12,North America,Model Y,9486.0,9874.0,71183.56,75,435,618.96,Estimated (Region),8259,3,4,0
2024,5,Europe,Cybertruck,8761.0,8977.0,52950.53,75,429,563.77,Interpolated (Month),12614,1,0,1
2019,1,Middle East,Model X,13208.0,14709.0,69734.28,60,339,671.63,Estimated (Region),14095,2,3,0
2021,7,Asia,Model 3,8967.0,9082.0,62842.05,60,352,473.46,Interpolated (Month),3263,0,1,1
2019,9,North America,Model X,1930.0,2093.0,114172.92,60,354,102.48,Interpolated (Month),8413,3,3,1
2022,11,Asia,Model X,7397.0,7921.0,97398.92,60,356,395.0,Estimated (Region),11990,0,3,0
2017,10,Middle East,Model S,11917.0,12332.0,59077.53,60,337,602.4,Official (Quarter),7263,2,2,2
2018,1,Europe,Model Y,2368.0,2385.0,53693.57,100,584,207.44,Official (Quarter),8495,1,4,2
2016,9,Asia,Model X,11133.0,11512.0,108592.88,100,563,940.18,Estimated (Region),10714,0,3,0
2021,4,Middle East,Model 3,8550.0,8715.0,82792.29,120,695,891.34,Estimated (Region),3371,2,1,0
2021,11,Europe,Cybertruck,7825.0,8121.0,106751.13,60,358,420.2,Interpolated (Month),4631,1,0,1
2018,6,Europe,Model S,128.0,143.0,116537.3,82,451,8.66,Official (Quarter),14790,1,2,2
2017,7,Middle East,Model 3,7161.0,7274.0,65565.29,100,575,617.64,Estimated (Region),10293,2,1,0
2015,6,Asia,Cybertruck,7201.0,8144.0,114461.07,75,414,447.18,Estimated (Region),6322,0,0,0
2016,9,Middle East,Model X,6101.0,6994.0,57750.44,60,342,312.98,Estimated (Region),3504,2,3,0
2021,10,Europe,Model S,9675.0,10252.0,85954.34,82,483,700.95,Official (Quarter),7483,1,2,2
2025,10,Europe,Model Y,8720.0,9521.0,98179.93,100,575,752.1,Official (Quarter),8707,1,4,2
2015,5,Europe,Cybertruck,10050.0,10998.0,98702.41,75,429,646.72,Estimated (Region),10530,1,0,0
2023,9,North America,Model X,15098.0,15229.0,115038.14,82,460,1041.76,Interpolated (Month),14996,3,3,1
2018,2,Asia,Model Y,11445.0,11972.0,88252.1,60,342,587.13,Estimated (Region),4922,0,4,0
2021,10,Asia,Model S,3157.0,3343.0,77143.5,100,564,267.08,Official (Quarter),6222,0,2,2
2015,1,Asia,Model 3,8795.0,9165.0,87988.73,82,456,601.58,Official (Quarter),12626,0,1,2
2016,3,North America,Cybertruck,13927.0,15011.0,83542.73,75,413,862.78,Estimated (Region),7094,3,0,0
2019,6,Europe,Model 3,12163.0,13001.0,53857.11,75,428,780.86,Estimated (Region),8628,1,1,0
2019,12,Asia,Model 3,11220.0,12431.0,56029.5,60,343,577.27,Estimated (Region),5087,0,1,0
2021,1,North America,Model S,10139.0,10942.0,106742.27,60,352,535.34,Estimated (Region),10965,3,2,0
2025,4,Asia,Model Y,9751.0,10553.0,50245.76,100,552,807.38,Interpolated (Month),5410,0,4,1
2025,4,Asia,Model X,11382.0,12375.0,110681.15,82,490,836.58,Official (Quarter),11104,0,3,2
2024,12,Europe,Model Y,6662.0,7463.0,114055.37,82,482,481.66,Official (Quarter),12869,1,4,2
2021,7,Europe,Model Y,14909.0,15392.0,91361.03,75,446,997.41,Estimated (Region),12573,1,4,0
2024,6,Europe,Cybertruck,9170.0,9703.0,62992.28,120,707,972.48,Interpolated (Month),7992,1,0,1
2022,1,Europe,Model X,15237.0,17350.0,57875.29,75,416,950.79,Estimated (Region),6996,1,3,0
2018,7,Asia,Model 3,11901.0,12643.0,88401.19,75,427,762.26,Estimated (Region),9235,0,1,0
2024,3,Europe,Model X,9744.0,10496.0,59151.43,82,459,670.87,Interpolated (Month),10874,1,3,1
2018,9,Middle East,Model S,15810.0,17649.0,77518.53,120,668,1584.16,Official (Quarter),3128,2,2,2
2017,1,Middle East,Model 3,8688.0,9781.0,50267.39,75,421,548.65,Estimated (Region),11890,2,1,0
2022,6,North America,Model X,15131.0,16082.0,63579.58,75,423,960.06,Official (Quarter),9061,3,3,2
2016,5,Middle East,Model S,16846.0,19100.0,116873.43,60,353,892.0,Interpolated (Month),6784,2,2,1
2017,2,Middle East,Model S,12872.0,14359.0,106500.89,82,455,878.51,Estimated (Region),6186,2,2,0
2020,8,Europe,Model Y,4607.0,5003.0,94618.32,82,473,326.87,Interpolated (Month),11859,1,4,1
2019,3,Middle East,Model S,12284.0,12804.0,69530.58,75,427,786.79,Official (Quarter),14985,2,2,2
2025,4,Middle East,Cybertruck,11544.0,11617.0,91072.84,75,422,730.74,Official (Quarter),3389,2,0,2
2022,6,North America,Model 3,6816.0,7670.0,61385.66,82,486,496.89,Official (Quarter),11241,3,1,2
2022,6,Europe,Model S,12296.0,13578.0,78661.36,82,486,896.38,Estimated (Region),6575,1,2,0
2023,8,Asia,Model S,7201.0,7619.0,92014.18,60,345,372.65,Interpolated (Month),11334,0,2,1
2016,6,Middle East,Model 3,13013.0,14255.0,103278.51,120,669,1305.85,Interpolated (Month),8538,2,1,1
2025,6,Asia,Cybertruck,8638.0,8830.0,99142.5,82,480,621.94,Estimated (Region),11090,0,0,0
2020,6,Asia,Model X,7718.0,7890.0,85698.96,60,343,397.09,Interpolated (Month),13809,0,3,1
2021,10,Middle East,Model S,10632.0,11812.0,87998.9,60,345,550.21,Official (Quarter),7173,2,2,2
2017,4,Asia,Model S,416.0,466.0,108507.81,75,424,26.46,Official (Quarter),11323,0,2,2
2020,2,Europe,Model X,10403.0,11265.0,58031.94,60,333,519.63,Official (Quarter),9354,1,3,2
2024,10,Middle East,Cybertruck,11501.0,12292.0,91552.48,60,338,583.1,Estimated (Region),10750,2,0,0
2018,12,Middle East,Model X,13653.0,14025.0,80124.26,75,418,856.04,Estimated (Region),11479,2,3,0
2022,5,Asia,Model Y,4849.0,5434.0,75892.2,75,436,317.12,Interpolated (Month),11704,0,4,1
2023,12,North America,Model 3,5102.0,5378.0,109654.99,75,433,331.37,Interpolated (Month),11614,3,1,1
2019,3,Europe,Model Y,9962.0,10229.0,112379.81,75,429,641.05,Estimated (Region),11516,1,4,0
2019,7,Asia,Model X,8330.0,8492.0,95040.03,75,419,523.54,Estimated (Region),4171,0,3,0
2024,10,Asia,Model Y,9150.0,10087.0,115850.2,82,478,656.05,Official (Quarter),13455,0,4,2
2019,2,Middle East,Model 3,9029.0,9256.0,74835.81,82,467,632.48,Official (Quarter),3688,2,1,2
2021,12,Middle East,Cybertruck,12810.0,13469.0,78749.03,60,351,674.45,Estimated (Region),9138,2,0,0
2015,8,Asia,Model Y,15381.0,16421.0,57926.66,60,359,828.27,Estimated (Region),13066,0,4,0
2017,6,North America,Model S,9078.0,10082.0,99318.81,82,468,637.28,Official (Quarter),7158,3,2,2
2021,2,Asia,Model S,11057.0,11975.0,115158.3,75,412,683.32,Official (Quarter),11978,0,2,2
2017,12,North America,Model Y,11318.0,12678.0,77446.55,82,481,816.59,Estimated (Region),4505,3,4,0
2020,1,Asia,Model X,10621.0,10724.0,82600.79,75,421,670.72,Official (Quarter),8637,0,3,2
2018,9,Middle East,Model 3,11696.0,12343.0,75003.46,60,340,596.5,Official (Quarter),9246,2,1,2
2017,1,Europe,Model X,10853.0,10934.0,55103.13,120,684,1113.52,Official (Quarter),6543,1,3,2
2017,4,Middle East,Cybertruck,15689.0,17358.0,61712.49,75,441,1037.83,Interpolated (Month),10005,2,0,1
2019,10,North America,Model 3,9848.0,10801.0,51187.84,75,448,661.79,Interpolated (Month),3535,3,1,1
2019,8,Middle East,Cybertruck,16904.0,17438.0,66570.43,100,581,1473.18,Official (Quarter),12959,2,0,2
2017,2,Asia,Model X,249.0,268.0,91659.22,75,412,15.39,Official (Quarter),8569,0,3,2
2017,8,Asia,Model Y,1177.0,1215.0,96317.9,120,689,121.64,Interpolated (Month),3063,0,4,1
2024,6,Middle East,Model 3,13451.0,13642.0,72453.51,82,466,940.22,Interpolated (Month),10471,2,1,1
2021,12,North America,Cybertruck,5022.0,5211.0,62150.05,60,358,269.68,Official (Quarter),13255,3,0,2
2019,3,Asia,Model X,11583.0,12335.0,87487.97,100,573,995.56,Official (Quarter),7670,0,3,2
2023,1,Asia,Model 3,6659.0,7582.0,77831.43,120,697,696.2,Estimated (Region),12357,0,1,0
2019,10,Asia,Model S,7860.0,8594.0,74924.71,82,483,569.46,Estimated (Region),5804,0,2,0
2025,4,Middle East,Model 3,14345.0,15265.0,94878.36,82,490,1054.36,Interpolated (Month),13075,2,1,1
2015,6,Middle East,Model 3,8899.0,9724.0,75823.95,100,573,764.87,Estimated (Region),11969,2,1,0
2018,2,North America,Model S,7777.0,8238.0,62724.52,100,557,649.77,Estimated (Region),12927,3,2,0
2025,2,Middle East,Model Y,7540.0,8505.0,90014.78,82,469,530.44,Estimated (Region),4795,2,4,0
2023,3,Asia,Cybertruck,8116.0,8848.0,92442.19,75,426,518.61,Estimated (Region),13853,0,0,0
2019,7,North America,Model 3,11549.0,12620.0,104702.35,120,702,1216.11,Official (Quarter),13013,3,1,2
2022,7,Asia,Model S,13013.0,13750.0,82457.31,60,332,648.05,Estimated (Region),10307,0,2,0
2018,6,Asia,Model S,11866.0,12603.0,117056.21,60,346,615.85,Interpolated (Month),10261,0,2,1
2015,6,Middle East,Cybertruck,14478.0,15062.0,76409.89,75,413,896.91,Official (Quarter),6864,2,0,2
2017,9,Middle East,Model 3,10579.0,11779.0,80960.57,75,439,696.63,Estimated (Region),7670,2,1,0
2025,1,Europe,Cybertruck,10166.0,11068.0,101384.48,100,575,876.82,Interpolated (Month),12767,1,0,1
2024,11,Asia,Model S,6687.0,7081.0,54489.47,120,673,675.05,Estimated (Region),12514,0,2,0
2025,10,North America,Model X,16033.0,16582.0,79611.01,82,473,1137.54,Official (Quarter),13663,3,3,2
2017,8,Middle East,Model S,12673.0,14159.0,102622.29,60,354,672.94,Estimated (Region),9216,2,2,0
2016,7,Europe,Cybertruck,13821.0,14501.0,80381.36,100,554,1148.53,Estimated (Region),5647,1,0,0
2016,2,Europe,Model Y,12910.0,12986.0,58547.69,60,343,664.22,Interpolated (Month),14206,1,4,1
2015,3,Europe,Model 3,6612.0,7456.0,72184.54,82,457,453.25,Official (Quarter),9681,1,1,2
2019,2,Asia,Model 3,10886.0,11220.0,105859.86,60,352,574.78,Interpolated (Month),3765,0,1,1
2018,8,Middle East,Model 3,6056.0,6666.0,101051.69,75,434,394.25,Official (Quarter),5481,2,1,2
2018,3,Asia,Model Y,17318.0,18386.0,79924.05,120,679,1609.9825,Estimated (Region),9770,0,4,0
2020,1,Middle East,Cybertruck,6748.0,7252.0,73067.13,75,429,434.23,Interpolated (Month),13283,2,0,1
2019,9,Europe,Model 3,10984.0,11720.0,104458.95,60,336,553.59,Estimated (Region),4974,1,1,0
2015,1,North America,Cybertruck,6367.0,6802.0,104962.32,82,459,438.37,Estimated (Region),9170,3,0,0
2021,8,Middle East,Model S,10233.0,11730.0,73326.92,120,695,1066.79,Estimated (Region),4082,2,2,0
2019,6,Middle East,Model X,11186.0,11734.0,74473.01,120,695,1166.14,Interpolated (Month),6290,2,3,1
2018,6,Middle East,Model X,17589.0,17847.0,53084.61,60,335,883.85,Interpolated (Month),9495,2,3,1
2017,11,North America,Model 3,6667.0,7125.0,100750.43,100,578,578.03,Estimated (Region),11006,3,1,0
2022,2,Middle East,Model S,4371.0,4439.0,106904.99,75,413,270.78,Interpolated (Month),10907,2,2,1
2024,2,Middle East,Model X,12916.0,13789.0,79672.98,60,345,668.4,Interpolated (Month),14340,2,3,1
2019,10,Europe,Model Y,10554.0,11418.0,56263.12,100,570,902.37,Official (Quarter),13239,1,4,2
2017,5,Asia,Cybertruck,2895.0,3028.0,74707.1,60,348,151.12,Official (Quarter),7008,0,0,2
2015,3,Asia,Model S,12060.0,13504.0,95497.48,82,479,866.51,Official (Quarter),12549,0,2,2
2018,7,Asia,Model Y,16516.0,18763.0,119407.29,75,420,1040.51,Official (Quarter),7265,0,4,2
